C9,C10,C9p,C10p
-1.196349,0.4373921,0.4097087,-0.100017
-0.4755297,0.3109068,0.1987083,0.05678138
0.03558158,-0.08186077,0.2598609,-0.09779216
-1.133266,0.1442401,0.3357117,-0.2343511
-0.9150496,0.04486653,0.1962311,-0.01835333
-0.7334807,0.3181066,-0.005239057,0.2104237
-0.7359275,0.5120376,0.3595387,-0.2060476
-1.205115,0.4535004,-0.08918089,0.2086829
-0.1466834,0.006563038,0.2574456,0.04377176
-0.2598167,0.1923245,0.136618,0.06744719
-0.2653885,0.3347757,0.0718657,0.2311086
-0.03549026,-0.07604238,-0.07855619,-0.02533886
-1.001318,0.342697,0.2211924,0.1535267
0.09004022,0.2822007,0.2945061,0.03064261
-0.4309,0.02342796,0.1358033,0.01494962
-0.08069434,0.1079762,-0.05494488,-0.007617543
0.01135899,0.06075076,0.06876191,-0.1092007
0.08220801,-0.01274861,0.3946147,0.1062085
-0.6159802,0.4287143,-0.09037964,0.07691954
-0.2829675,0.3555467,0.0136635,-0.122048
-0.9575838,-0.05515804,0.2849306,-0.1398263
-0.6622836,0.470896,0.3983332,-0.03933397
-0.5586145,0.2796451,0.2869326,-0.1814366
-1.066829,0.02121644,-0.05113367,-0.1270968
-0.9128997,-0.1194492,-0.03097817,-0.173548
-0.5192826,0.09680181,0.02948083,0.1241082
-0.1175396,0.4505914,-0.03947292,-0.005608228
-0.6191958,0.1213516,0.01785356,-0.0522499
-1.039935,0.4001447,0.05381645,-0.1058619
-1.051555,-0.05040663,0.4246889,0.1150714
-0.2425014,0.2192767,-0.05691487,0.1934723
-0.7323481,0.02853965,-0.1280629,-0.2259768
-0.2151717,0.118731,0.3469245,0.1952262
-0.8763878,0.4732954,0.3805143,0.1505765
-0.8316342,0.3622698,0.2441315,-0.2059474
0.0389226,0.1192612,0.2039729,-0.01135856
-0.2277559,-0.06966452,0.4338775,-0.1827213
-1.192215,0.4525936,0.2488504,0.01462
-0.6455949,0.3053398,0.3083125,-0.05881432
-0.6092855,0.2649201,0.1111559,0.002484425
-0.4688495,0.1416979,0.15015,0.2393313
-0.8799151,0.33786,0.1617729,0.1636393
-0.8015839,-0.1425991,0.398046,-0.03256001
-0.6833743,0.4500567,0.1376024,0.1321294
-0.7581336,0.08561784,0.08819068,0.1238833
-0.05002626,-0.1304955,0.3193026,-0.1754998
0.004740205,0.5029126,0.3611571,0.1779291
-0.2032076,-0.07582897,-0.03703733,-0.24117
-0.2385012,-0.1408376,0.207902,-0.1525524
-0.3271774,0.2363378,0.3026034,-0.01255729
0.05672551,-0.05294364,0.06785444,-0.000217452
-1.129133,0.516776,-0.09395409,-0.1587388
0.04253754,0.08192893,0.2156168,0.1737667
-0.492099,0.001241573,0.426019,0.1956842
-0.2051652,0.43793,0.3216693,-0.1333419
0.1201278,0.2475692,0.04634371,0.210069
-0.1329166,0.5433018,-0.01451295,-0.2493793
-1.146715,0.2107614,0.2857889,-0.04012496
0.04882781,-0.1276309,0.3493686,0.1377575
-0.322297,0.09629827,0.4027969,0.03621493
-0.265992,0.3949503,0.1363933,-0.08306676
0.04577982,-0.08289413,0.2719287,-0.09244777
-0.8895965,0.2592069,0.2855981,0.06701423
-1.089059,0.3541464,0.2465345,0.02825052
-0.7945927,0.02505635,-0.005058053,0.002495206
-0.6661763,0.1150914,-0.04451191,-0.170825
-0.5413366,-0.002326746,0.4167744,0.1384898
-0.7982652,-0.1300266,0.3494286,0.1909876
-1.058625,0.4908177,-0.02490412,-0.2402743
-0.3210415,0.0699894,0.07576757,-0.1669202
-0.5154869,0.05006666,0.4151987,0.1385051
-0.5971916,-0.0558345,0.3421676,-0.2221859
-0.2190353,-0.09525972,0.2566397,0.1266083
-0.3349195,0.04518888,0.1329561,0.2371048
-0.02045237,0.2430946,-0.1133972,0.2069336
-1.013621,-0.0248888,0.3311015,-0.2015748
-0.5273306,0.05209805,-0.1286707,-0.07223891
-1.157785,0.2503135,0.2121247,-0.01141905
-1.035736,0.232618,0.1484881,0.1878448
-1.123541,0.1206388,0.4008741,-0.05454641
-0.9198148,-0.1166123,0.3057923,-0.002248898
-0.9786878,0.515181,0.1637572,-0.1787825
-1.072673,0.412748,0.0167746,-0.07256099
-0.726197,0.1500145,0.1278146,0.1397176
0.07093971,-0.04677808,-0.07702493,-0.1842332
-0.6765927,0.4893973,0.435104,-0.04661132
-0.06177744,0.3628511,0.1030859,0.2297766
-1.096059,0.02186372,0.2729904,-0.2482643
-0.4524102,0.2105757,0.2259731,0.05451898
-0.8054534,0.3336497,-0.03045576,0.007513131
-0.2379809,0.1332813,0.1261298,-0.01009156
0.006746937,0.4900882,0.4296104,0.2240778
-0.008039218,0.3669896,0.3997857,0.1352051
-0.3553946,-0.1150876,0.3983314,-0.1352372
-0.439551,0.3905824,0.1884311,-0.2210106
0.08344657,0.04561832,-0.09809376,-0.02975491
0.1262355,0.2138192,-0.01379115,-0.07049722
-0.3231425,0.003583201,0.2125956,-0.2013859
-0.4592637,0.1912447,0.1765017,-0.1302421
-1.032562,0.5482334,0.03594125,-0.01870417
-0.1670154,0.02567357,-0.01148483,-0.1702535
-0.7082099,0.08663643,-0.1408747,-0.1161905
-0.3749628,0.01528443,-0.04276105,0.1822136
-0.747622,0.1040434,-0.1078614,-0.1838092
-0.4383677,0.4668382,0.1345905,0.069855
-0.9856922,0.02475744,0.1508113,0.01078038
0.0448767,0.3094992,0.1884497,0.2317848
-0.8239551,0.2825384,0.3066797,-0.1066846
-0.7459518,-0.00372246,0.06029537,-0.1535423
-0.9455547,0.06430834,-0.04628064,-0.06732695
-0.587424,-0.005694672,-0.1480797,0.2058338
-0.3226164,0.4544674,-0.100191,0.1583505
-0.03855222,0.04458714,0.3542174,0.127156
-0.9271282,0.2594066,0.4080525,0.1608853
-0.4857054,0.3376216,-0.08216111,-0.2332735
-0.4852499,0.3250625,-0.01052814,-0.1226595
-0.3708995,0.4424037,0.188871,0.1548421
-0.8303309,-0.1455637,0.3928858,0.1879928
-0.04997656,0.3534809,0.1428903,0.04602434
-0.836297,-0.06072392,0.2062893,0.1131812
0.1420581,0.2147506,0.09617271,-0.2097743
-0.1880417,0.4036428,-0.1075328,0.1316741
0.003266008,0.0766993,-0.1244158,0.1514528
-1.100854,-0.1001488,-0.01844435,0.1256824
-1.208555,-0.05543961,0.03052093,0.1107441
-1.203209,-0.04299887,0.4104396,-0.2345455
-0.8346206,0.06824925,0.3897992,0.2013021
-0.2240257,0.5004767,0.3918404,0.1161753
-0.207195,0.2056842,0.0973549,0.1932251
-0.8682224,0.3721838,-0.01342151,0.09729736
-0.296047,0.09451497,-0.1249113,0.0117015
-0.6229371,0.2200692,0.1623189,-0.03768024
-0.5540747,0.2027724,0.05162493,-0.1280915
0.06847423,0.1030575,0.4124643,-0.1908235
-0.2226673,0.1870377,0.01321608,-0.2202344
-0.6064172,0.09956155,0.2532893,0.1970308
0.04807632,0.2964701,0.3531955,-0.1541102
-0.5141668,-0.0332409,-0.02717302,0.06241988
-1.171214,-0.133216,0.3724193,0.09398134
-0.06118233,-0.05837424,0.1043752,-0.1677033
-0.1789591,0.01391122,0.305226,-0.1527002
-0.7325478,0.3784391,-0.0332814,-0.2486992
0.105408,0.5091855,-0.03495215,0.06103689
-1.114749,-0.1184365,-0.1208423,-0.1758379
-0.7710761,-0.01996667,-0.1121529,-0.2395826
-0.6550377,-0.08038422,0.1717303,0.2142225
0.05607665,0.448901,0.3003405,0.1680921
-0.672537,0.17597,-0.02231062,-0.1271723
-0.7169447,0.1660134,0.01051846,-0.2280557
-0.183075,-0.07141448,0.320772,-0.07754495
-0.0865439,0.1841313,0.2967182,-0.00255874
-0.3401604,0.4937219,-0.142116,-0.1177844
-0.7088324,0.3648063,0.2091058,-0.2118923
-1.174802,0.1797917,0.235187,-0.2409617
-0.662065,0.3350746,-0.02149583,0.1858223
-0.807664,0.494117,0.2145608,0.240334
-1.097669,-0.08369645,0.1653612,-0.09391581
-0.2546627,0.04710864,0.1363569,0.2437679
-0.9616728,0.427315,-0.1196248,-0.2354461
-0.7060092,-0.05347807,0.1331416,-0.06582731
-0.1130289,0.2057164,0.0129653,0.1520721
-1.04875,0.269883,0.2474369,-0.1017615
0.03392459,0.4003,-0.1381699,-0.07498472
-0.08580457,0.442232,0.307824,0.1637926
0.1014706,-0.057587,0.4048901,0.1997486
0.08441218,-0.08754586,0.222086,-0.0648524
-0.01050528,0.004005406,-0.1471266,-0.1626659
-1.236011,-0.02933527,0.1123553,0.08339003
-0.7395418,0.4226269,0.1870763,0.09991635
-0.7635857,-0.07829444,0.1177853,-0.002250147
-0.9157558,0.2667842,0.3506173,-0.02442936
-0.698254,0.1250216,0.06495412,0.02215278
-1.00539,0.4296943,0.07096183,-0.2496717
-0.6099936,0.05626381,0.3354706,-0.1658185
-0.7147447,0.32039,0.3747875,0.2178123
-1.188454,-0.009518246,0.007777517,0.1600238
-0.1649431,0.5352347,-0.0573138,-0.1671577
-0.9695342,0.3776588,-0.1054923,-0.07395153
-1.230423,0.05943396,0.1073342,-0.03645217
-0.5511718,0.5478736,-0.07596988,-0.1942159
-0.1866587,0.04778656,0.2583296,-0.2400491
-0.07853449,0.5107805,-0.1168651,0.06360275
-0.8452489,0.3807683,0.07858465,-0.2149714
-0.1515874,0.5128412,0.02521293,-0.1120768
-0.1683516,0.0809124,0.3798347,-0.1440524
-1.046406,0.4871928,0.3785853,-0.1286438
-1.227657,0.3039746,-0.1372968,0.2104727
-0.4609837,0.003853201,0.3087038,-0.2405523
-0.4270151,0.2169922,0.1283776,-0.2108367
-1.20694,0.4689134,0.08901982,0.220703
-1.224096,0.1018716,-0.000255621,-0.1660751
-0.09784885,0.308266,0.3440451,0.09625428
-0.7539314,0.2017677,-0.1078826,-0.01216874
-0.7766665,0.1006529,0.1037251,-0.1545985
-0.1788654,0.2236973,-0.1151978,0.08132469
-0.9442126,0.3673967,-0.05200425,0.06328263
-0.7872428,0.000807793,0.3382597,-0.2075317
-1.088816,-0.05323576,0.2529334,0.1028612
-0.9999911,0.3061652,-0.03592691,-0.1166679
-0.1466633,0.4762571,0.2822476,0.1025141
-0.8370716,0.4419758,-0.1045175,0.04176103
-0.2378333,0.3863104,0.3512704,-0.03594029
-0.9355076,-0.006440075,0.08025171,0.04080951
-0.2392996,0.4798332,0.3820713,-0.08360247
-0.6652394,0.3250896,0.3215283,0.1706167
-0.1321517,0.4730586,-0.01271962,-0.1465261
0.1079465,0.2054225,0.2259118,0.1236201
-0.9191599,0.4694851,0.2792784,-0.04858485
-0.4768054,0.456457,0.0260583,0.1313445
0.0522111,0.1624786,0.02639435,-0.0973665
0.1272663,-0.1449383,0.2858228,-0.1078884
-0.6046406,0.2124961,0.0369398,-0.06501467
-1.065285,0.3544061,0.06873616,-0.1985292
-0.6853987,-0.01656437,-0.006947648,-0.2057941
-0.3831845,-0.08266808,-0.02480103,0.2437851
-0.1178923,0.03291886,0.3491485,0.02632798
-0.3004005,-0.009551913,0.00144718,-0.03021715
0.1378121,0.5227434,-0.01894667,-0.04179322
-0.005922937,0.4686096,0.2117589,0.0655803
-0.4119786,0.01503766,-0.04341511,0.1006807
-1.047841,-0.04064237,0.01434294,-0.1382881
-1.195746,-0.09016067,0.1492158,0.08317245
-0.6151345,0.09338157,0.4254801,0.0540067
-0.7702953,0.2484269,0.2270368,-0.06769607
0.1142861,0.4300963,0.1946373,0.04844758
-0.9573533,-0.04169138,0.005581354,0.1458764
-0.2110359,-0.1074722,0.007339198,0.1630024
-1.13968,-0.02500008,0.2976663,0.0962983
0.1067138,0.4802408,0.4408033,-0.11962
-0.5664752,0.3856084,-0.1158955,-0.03562574
0.03366447,-0.07690385,0.1091097,-0.1060738
0.07377613,0.4750547,-0.1201286,-0.08752311
-0.2189734,0.3964303,-0.09253354,-0.1935287
-1.19906,0.2918408,0.1096424,-0.1209285
-0.2932528,0.306748,0.2499002,-0.216944
-0.3234529,0.3391737,0.07399532,-0.1626805
-0.9491257,0.1005654,0.1142002,-0.009371507
-0.2128271,0.1103575,0.02333572,-0.143235
-0.06071684,0.1073974,-0.1004805,-0.0737035
-0.2157589,0.411196,0.09018396,0.07385407
-0.4649669,0.4230922,-0.07992401,0.08796065
-1.024555,0.08246304,0.1997384,0.2100529
-0.2217479,-0.08134822,0.338676,0.1580659
-0.8339712,0.1911451,0.3469377,0.007855441
-1.056644,0.3786461,0.3324327,0.1605129
-0.9483752,0.1596099,0.4496352,-0.1191832
-1.20218,0.4644487,0.3662087,-0.05771046
-0.2300812,0.04682438,-0.1444602,-0.213294
0.009137528,-0.02411638,0.4001063,-0.1805066
-0.2414646,-0.04383064,-0.139697,0.1732765
-0.2250924,0.2150401,-0.09449313,0.1991504
-0.6737789,0.1811339,-0.08097895,-0.01561304
-0.7865659,0.4553917,0.189094,-0.08366857
-0.5311761,-0.1062199,0.270347,-0.03279349
-0.2480971,0.3067559,0.04632438,0.0393425
-0.9630574,0.0214334,0.4476917,0.0522653
-0.9377114,-0.09296001,0.2405235,0.2463872
-1.170189,0.5404999,0.02183972,0.1451868
-0.610495,0.343785,0.4260768,0.1109638
-0.5934372,0.4239963,0.1241064,-0.04655034
-0.6095817,0.3393018,0.3652555,0.1291644
0.0815133,0.4287317,0.4433021,-0.1934541
-0.7963106,0.3808243,0.05190059,-0.1006939
-0.9128829,-0.01104471,0.1029384,0.2039336
-0.7319312,0.3428529,-0.08682692,-0.1135356
-0.2229596,0.4792221,0.2154173,-0.2032863
-0.8796011,0.1661334,0.2136109,0.05982244
-1.172574,-0.004116445,0.1417893,0.1961962
-0.6241012,0.02999534,-0.01818241,-0.2195436
-0.2071867,-0.09980857,0.256383,0.1027791
-0.5432641,0.3488001,0.05959116,-0.2447229
-1.028468,-0.005264442,-0.1191713,0.1794114
-0.2192267,0.4644462,0.06511429,0.1838226
0.09362036,0.009898798,-0.1473322,0.2475333
-0.4812502,0.4775713,0.2836415,-0.1899895
-1.209545,0.1528294,0.06650693,-0.1433524
-0.4132853,0.235055,0.4094341,0.126344
-1.054175,-0.002809619,0.2508164,0.08644251
-0.8951138,0.2629355,0.3843446,-0.05647567
-0.5768954,-0.07851817,0.01345555,-0.09656067
-0.920746,0.5447836,-0.07495463,0.006302017
0.1094929,-0.1068765,0.008579795,0.2429641
-0.7402299,0.2844079,0.4455074,0.0419989
-0.2237961,0.3530785,-0.02540801,0.1693097
-0.6143349,0.2953165,0.090153,0.05505354
-0.01371874,-0.1243077,-0.02080708,0.2499475
-1.166353,0.3102722,0.4423064,0.2466159
-1.20069,0.487617,0.4444577,-0.1811699
-1.169257,0.5322087,-0.1131926,-0.12932
-0.4543797,-0.09021981,0.2745229,-0.2411267
-0.7153535,-0.0790756,0.001833824,0.02241219
-0.1275515,0.4709264,-0.1302194,-0.1319994
-0.7959345,-0.05633051,0.04637869,0.03470254
-0.5126672,0.2571657,0.3846008,-0.1947869
-1.034965,0.1726685,0.3652749,-0.08354493
-0.7835352,0.3433491,0.03174852,0.2138031
-0.5021419,0.3225505,0.03225149,-0.09723011
-0.8882703,0.01827722,0.4081792,0.02135647
0.1046264,0.1591912,0.448676,-0.1510649
-1.051889,0.08985741,0.2779811,0.007466567
-0.2640438,0.01662558,0.1198339,-0.2496452
-0.2654985,-0.04569105,0.1523912,0.111884
-1.213251,0.5493236,-0.07200587,-0.1042937
-0.1175434,0.408226,0.2718883,0.2268027
0.111487,0.503447,-0.0603393,-0.1212017
0.07365412,0.4304581,0.1413183,-0.1714912
-0.9703731,0.1293737,0.0241083,0.1368865
-0.07166796,-0.06423634,0.103304,-0.08430093
-1.185735,0.5408801,0.1593544,-0.004538944
-1.083607,0.3409529,0.2934373,0.2299076
-0.8005267,0.1863985,0.2847154,-0.02951579
-0.03210703,-0.061733,0.1605566,0.08136751
-1.194346,-0.03146122,0.11113,0.1324478
-0.6989567,0.3921391,0.3696268,0.09926727
-0.5187443,0.2060637,0.3982538,-0.1186505
-0.8075456,0.0417039,0.1004538,-0.2333368
-0.4091735,0.5223315,0.2485252,-0.1893359
-1.14563,0.1693092,0.4238679,-0.2446779
-0.8255134,0.123932,0.3592468,-0.2239743
-0.1476291,0.1614616,0.1184889,-0.1349621
-0.09054911,-0.07539895,0.4209751,-0.2080002
0.01094643,0.4203572,0.2483832,0.1084894
-0.2067853,0.1797221,0.2087787,-0.1546742
-0.9687469,0.07315956,0.2867393,0.1050694
-0.2329011,0.03820064,0.05385416,-0.1948265
0.1315316,0.07222422,-0.05661121,-0.1325255
-0.1611432,0.1340943,-0.1293835,0.03646201
-0.2659768,-0.1142483,0.2278214,-0.2256394
-0.4113844,-0.0392715,0.3326061,0.09887325
0.02770506,0.3223457,0.426022,-0.1006931
-0.907898,0.01549375,0.06060709,0.1734742
-1.021255,0.1762491,0.1573646,0.2205082
-0.8875933,-0.1499639,-0.1429399,-0.1741968
-0.8601674,0.4423831,0.3998768,-0.10049
0.04077675,0.4827906,-0.06247162,-0.03036711
-0.4568192,0.3715092,0.2837481,-0.05780745
-0.3975871,0.4810071,0.2811464,0.1082947
-0.9311827,-0.1050342,-0.09778635,0.1473958
-0.05093153,0.4464371,-0.08426267,0.1850103
-1.008932,0.008188504,0.1480156,0.10984
0.02676033,0.2405131,-0.005528403,0.1814242
-0.861576,-0.1416838,0.4111134,-0.1025456
-1.244688,0.1489255,-0.09707593,-0.02304944
-0.7776189,-0.07890337,0.05290276,0.03502872
-0.4840361,0.2979387,-0.07959144,-0.2085906
-0.0848933,0.4106911,0.3769991,0.002734346
-0.567504,0.175782,-0.0503305,0.08783782
-0.8079339,0.4715574,0.06209191,-0.0793397
-0.5696211,0.4220175,-0.08284428,0.1831164
0.02972022,0.1581663,0.287158,-0.08915161
-0.7098171,0.4736342,0.2894852,-0.08480058
-0.7837984,0.2811199,0.1214078,0.02002345
0.1205789,0.2210771,0.1279397,-0.1478272
-0.3562413,-0.04837521,0.1696116,0.1640248
-0.7184822,0.09194586,-0.05616402,0.1666161
-1.068928,0.3882455,-0.04687537,0.2304157
-0.4353573,0.4606888,-0.000173455,-0.1868055
-1.013452,-0.03828042,-0.1118451,0.1146957
0.01978785,0.1185745,-0.07975666,-0.006652184
-0.584217,-0.1272062,0.2561258,-0.1148014
-1.182366,0.2619725,-0.1418883,-0.130358
-0.6585619,0.3289737,0.01471468,-0.1214195
-0.5386633,0.2069951,0.2312501,0.02134716
0.09741642,0.4654683,0.04477001,-0.1400881
-0.3299613,0.2154116,0.2949279,-0.1762075
0.022375,0.1277126,0.01254139,0.222668
-0.4717969,0.2984356,0.3552598,0.1269783
-0.7842418,0.4151726,0.09257026,-0.2129407
-0.3347374,0.4320396,0.3543192,-0.01509852
-0.5139413,0.1792647,0.1900405,0.1405196
-0.5514664,0.1067637,0.2809011,-0.03978843
-0.9018298,0.0791876,0.1982009,0.04211101
-0.7942403,0.5116725,0.3118536,0.001049428
-0.8318251,0.2408536,0.1655797,0.08494004
-1.053225,0.1985398,0.05030208,0.1016415
-0.400912,0.08036797,0.3924654,-0.193851
-0.4307802,0.3897196,0.2355318,-0.07857268
-1.24104,0.3086691,0.3403924,-0.2236831
-0.02565228,0.003009848,-0.1285522,-0.1191707
-1.090049,0.05985851,0.3649274,-0.2483006
0.1263301,-0.09650687,0.2789188,0.1307864
-0.9170602,0.1798297,-0.1189382,0.166536
-0.9762807,0.1693125,0.2460256,-0.129442
-0.1723455,0.4222807,0.3667592,-0.09888442
-0.03650594,0.327435,0.05976127,0.1328471
0.1103175,-0.0955181,0.03750228,0.09813654
-0.8136615,-0.07328604,0.3919549,-0.01418659
-0.8939047,0.523848,-0.06294,0.08693109
-0.9362497,0.2649441,-0.1403918,0.1500766
-0.6008736,0.3058515,0.1091332,0.1439924
-0.409981,-0.1101839,0.2441345,0.106217
-0.777466,0.2485036,0.02543897,-0.2453291
-0.2552377,-0.01377897,-0.08412125,-0.2033568
-0.09705357,0.3287646,-0.003207914,0.136789
-1.229898,0.2304816,0.03797164,-0.04125649
-0.7838669,0.254662,0.4037686,-0.07795052
-0.618812,0.1867033,0.1578763,0.1491236
-0.7216734,0.09730571,0.4447864,-0.2182185
-0.0477935,0.4858193,0.2402187,-0.05644526
-0.513098,0.2029089,0.0312044,-0.03613207
-1.111202,0.05571144,0.431886,-0.05188948
-0.828835,0.5170809,0.1914383,-0.01043809
-0.2665356,0.2929173,0.2760777,0.2306546
0.06237593,0.0875368,0.210056,0.05462387
-1.009226,0.4934557,0.001640537,-0.00841798
-0.3310934,-0.1031897,0.3821585,-0.1445405
-0.210677,0.3293153,0.01383054,0.009001588
-0.6088666,-0.139275,0.3395781,-0.02449363
-1.080052,-0.1157919,-0.08635557,0.1303935
-0.9385482,0.4008871,0.009528955,0.1113523
-0.8258887,0.3060927,0.2206886,0.1950583
-0.4596596,0.3787963,-0.06406568,0.1884159
-0.2823105,0.3372231,-0.001933956,-0.02379521
-0.8085385,-0.03163576,0.3728263,-0.07741887
-0.5000462,0.4145873,0.03037911,0.1815755
-0.3388343,0.2666494,0.3283605,0.01653048
-0.4837689,-0.1251732,0.359331,-0.1000544
-0.01292558,0.3506416,0.448452,-0.04329518
-0.9216966,0.5337303,0.3886195,-0.1573607
-0.9717803,0.355422,-0.09683403,-0.1902084
-0.6910593,-0.06242068,0.03923162,0.100242
-0.377937,0.1006595,0.3905934,0.03451166
-0.6878536,-0.0115025,0.3778386,0.1436832
-0.305288,-0.01305002,-0.09915862,0.05998859
-1.088405,0.0900967,-0.1398716,0.2326064
-0.7756598,-0.04341705,0.4330264,0.1112786
-0.9457981,-0.005254355,-0.04903142,-0.09692953
-0.8538786,0.2449,0.3730989,0.166158
-0.929107,0.1600913,0.2073617,0.09243418
-0.5961667,0.151873,0.2917212,0.0248075
-0.453203,0.533489,0.3210033,0.2411999
-1.040682,0.3926966,0.1993022,0.04418007
-0.8014423,-0.02256654,0.2141435,0.02145131
-0.3531923,0.1737496,0.3100589,0.02641172
-0.9456345,0.5468208,0.3197567,-0.1948181
-0.8813993,0.5480388,0.2756253,0.0599613
-0.7821981,0.4613057,0.4340215,-0.2090006
-0.6698325,0.2946506,-0.1423927,-0.2098386
-0.2541232,-0.1224038,-0.04592917,-0.02130381
-0.5817981,-0.08714718,-0.04947152,-0.1035008
-0.9815437,0.2075578,0.2418874,0.2065533
-0.02782646,0.05708287,-0.1032047,-0.1972106
-1.193135,0.008730415,0.217635,-0.1930781
-1.034027,0.4539815,0.2914056,-0.160635
-0.03215486,0.3695317,0.1626462,0.0191258
-0.02895425,0.1553863,0.36508,0.1209451
-0.6230072,0.01174122,-0.1089251,-0.1958471
-0.7992079,0.5497948,-0.07831543,-0.04847143
-1.076265,0.2649989,0.07247547,-0.1052101
-0.1157204,0.2983412,-0.1214079,0.2488601
-0.1652982,-0.07565074,0.3350716,-0.2477855
-0.5497477,0.1496874,0.210066,-0.108592
-0.1860199,0.2119122,-0.05954787,0.1779896
-0.4251086,0.2579722,-0.07050127,0.1714646
-0.07073661,0.1137845,0.2921473,0.2315935
-1.178767,0.1559454,0.3418226,-0.09082651
0.01357911,-0.07721733,0.1425534,0.2120235
-0.9616587,0.3444906,0.1349176,-0.1285189
-1.013533,0.2960662,0.1293301,0.1335811
-0.6211932,0.2917078,0.188218,-0.1905897
-0.8419363,0.1467794,0.2773542,0.2062562
-0.9819229,-0.1336916,0.09157728,0.1454111
0.1080128,0.5256214,-0.03749229,-0.1843246
-0.8625687,0.1396274,-0.05862077,0.1861893
-0.3727822,0.06933781,-0.08841752,0.1593855
-0.07332207,0.1623514,0.3228486,0.04253012
-0.06301573,-0.08836994,0.304772,0.2066519
-0.9274929,-0.149601,0.300999,0.1542669
-0.1917726,0.4891708,0.0879283,-0.1843725
-0.05129322,0.005053892,-0.09144085,-0.1366314
-1.234218,0.1541077,0.05879475,0.0606333
-1.029307,0.2720764,-0.01088915,0.2059139
-0.4377153,0.06626618,0.04339406,-0.1619812
-0.3459816,0.4957978,0.229126,-0.1894281
-0.9294136,0.2098628,6.25E-05,0.08761609
-0.470245,0.2659628,0.382565,0.0629297
-0.3219434,0.3145917,0.4183828,-0.07886635
-0.3893868,0.1280466,0.3731054,-0.2004418
-0.1242078,0.4322734,0.1012955,0.2092775
0.0155343,-0.0680397,0.1624409,0.1871384
-0.2439443,-0.07897385,-0.07188115,0.05610437
-0.6733115,-0.01300932,-0.0864075,-0.0340134
-0.6766636,0.3409639,0.2892898,0.107043
-0.2281919,0.05888898,0.2453038,0.07890677
-0.1961905,0.2674945,0.08299525,0.2176945
-0.5641645,0.4041064,0.2773664,-0.07520596
-0.1700984,0.0596596,0.04214013,0.1055945
-0.2567589,-0.02684932,0.3878507,0.03552444
-0.4775835,0.2825631,-0.09320352,0.07045471
-0.5070262,0.3926847,0.2001805,-0.07982671
-1.029168,0.3957233,0.4313825,-0.02753128
-0.9945043,0.4172307,0.02519451,-0.0264107
-0.2023419,0.06567711,0.2918597,0.1036586
-0.8657432,0.1460208,0.198338,0.05335878
-0.9888185,-0.1103792,0.3123997,-0.06024501
0.06812097,-0.09078326,0.2233297,-0.1306759
-0.3682795,0.1598534,-0.07616268,-0.107656
-0.5434514,0.2561135,0.3288833,-0.1525683
-0.6546429,0.4547408,0.441554,-0.09940457
-0.7346438,0.4657193,0.4135977,0.2454234
-0.2176138,0.5220927,0.1581192,-0.1618637
-0.8762961,0.245167,0.3487155,-0.2359839
-0.9850763,0.4948103,0.3751497,-0.09537979
-0.2178639,0.2673052,0.3059854,-0.1055619
-0.4576341,0.1333785,0.06497974,-0.004649324
-0.6401598,0.2440679,-0.09923185,0.04936316
-0.4707021,0.3789356,0.2209853,0.1308775
-0.5513931,0.3894148,0.3141635,0.1974342
-0.2471797,0.4038923,0.2151387,0.2164192
-0.9412187,-0.04905537,0.4458833,0.01938615
-0.008954176,-0.0717481,-0.01761905,0.2432739
0.04338403,-0.0878183,0.3621902,0.2363609
-0.6436911,0.07367702,0.2485121,0.1491838
-0.6236056,-0.1112065,-0.1335321,-0.06394423
-0.4515741,0.1170651,0.07794886,0.01831016
-0.6155358,0.16141,-0.07949932,0.2193801
-0.4405307,0.0321955,0.1510202,0.1764711
-0.4233575,0.4582183,0.2419419,-0.1487941
-0.1029462,0.01576094,-0.1369853,-0.1287829
0.01837226,0.3682623,0.03844155,-0.1562002
-0.5655216,-0.02038281,0.2389128,-0.05227962
-0.7760128,0.5411713,0.320384,-0.2294002
-0.4287966,0.2579719,0.07801454,0.1525181
-0.5234712,0.377663,0.1623504,-0.1767127
-0.07076014,0.4404739,0.2259376,-0.08692168
-0.06585847,0.0746338,-0.07622695,-0.1082666
-0.5704348,0.3901292,-0.04694789,0.07146093
-0.08811516,0.2400813,0.08883388,-0.07131007
-0.8781263,0.4465735,0.03069459,-0.07947719
-0.6405087,0.3948877,0.3135189,0.002003585
0.09181047,0.3337205,0.08418707,0.01816826
0.01738802,0.4435695,0.1874101,-0.2165608
-0.6936237,0.2247242,0.1522768,-0.2467513
-1.075084,0.4785119,-0.01320408,0.1432836
0.01431683,0.5038867,0.1730489,-0.05710352
-0.1669403,0.217491,0.1745944,0.1269188
-0.6922585,0.460538,0.07941843,-0.02137022
-1.207668,0.4924467,0.03922641,-0.02625736
-1.100798,-0.08404881,0.2108984,-0.1029503
-0.304336,0.5289882,-0.05821284,0.1994624
-1.066556,0.07122905,-0.08135126,0.2183636
-0.3748462,0.4757277,0.109897,-0.0105962
-0.7152762,0.008226602,-0.06083971,0.1005068
-0.3293168,0.3382544,0.20311,-0.2470089
-0.4899313,0.4542495,0.3058493,0.1529709
-0.6567806,-0.0564525,0.1530787,-0.0214013
-0.7516945,0.2032135,0.130857,0.2109058
-0.8854651,0.01974805,-0.06512748,-0.1125988
-1.06845,-0.07247065,0.02959752,0.08176321
